loan_id,pool_id,risk_score,risk_classification
LN-0026492,POOL-01,17.1,LOW
LN-0026493,POOL-07,21.7,LOW
LN-0026494,POOL-08,20.5,LOW
LN-0026495,POOL-03,13.6,LOW
LN-0026496,POOL-04,27.5,LOW
LN-0026497,POOL-05,77.1,CRITICAL
LN-0026498,POOL-09,15.0,LOW
LN-0026499,POOL-02,16.5,LOW
LN-0026500,POOL-06,19.2,LOW
LN-0026501,POOL-01,12.3,LOW
LN-0026502,POOL-08,13.2,LOW
LN-0026503,POOL-08,77.9,CRITICAL
LN-0026504,POOL-03,19.3,LOW
LN-0026505,POOL-07,10.4,LOW
LN-0026506,POOL-10,11.5,LOW
LN-0026507,POOL-03,70.9,HIGH
LN-0026508,POOL-09,21.4,LOW
LN-0026509,POOL-01,20.5,LOW
LN-0026510,POOL-03,19.5,LOW
LN-0026511,POOL-07,14.9,LOW
LN-0026512,POOL-02,11.8,LOW
LN-0026513,POOL-05,31.3,MODERATE
LN-0026514,POOL-02,18.4,LOW
LN-0026515,POOL-05,19.0,LOW
LN-0026516,POOL-02,11.9,LOW
LN-0026517,POOL-06,20.8,LOW
LN-0026518,POOL-05,23.0,LOW
LN-0026519,POOL-06,16.6,LOW
LN-0026520,POOL-06,14.1,LOW
LN-0026521,POOL-07,17.5,LOW
LN-0026522,POOL-08,14.9,LOW
LN-0026523,POOL-01,14.0,LOW
LN-0026524,POOL-01,15.2,LOW
LN-0026525,POOL-07,22.5,LOW
LN-0026526,POOL-10,27.3,LOW
LN-0026527,POOL-05,21.4,LOW
LN-0026528,POOL-10,11.2,LOW
LN-0026529,POOL-02,19.4,LOW
LN-0026530,POOL-04,14.8,LOW
LN-0026531,POOL-10,18.3,LOW
LN-0026532,POOL-09,14.8,LOW
LN-0026533,POOL-04,12.0,LOW
LN-0026534,POOL-04,12.7,LOW
LN-0026535,POOL-03,21.9,LOW
LN-0026536,POOL-04,29.8,LOW
LN-0026537,POOL-07,31.5,MODERATE
LN-0026538,POOL-07,21.1,LOW
LN-0026539,POOL-04,10.7,LOW
LN-0026540,POOL-08,25.2,LOW
LN-0026541,POOL-05,23.3,LOW
LN-0026542,POOL-06,21.5,LOW
LN-0026543,POOL-03,19.8,LOW
LN-0026544,POOL-01,11.9,LOW
LN-0026545,POOL-07,11.7,LOW
LN-0026546,POOL-04,26.3,LOW
LN-0026547,POOL-02,21.7,LOW
LN-0026548,POOL-09,19.9,LOW
LN-0026549,POOL-04,84.0,CRITICAL
LN-0026550,POOL-06,19.0,LOW
LN-0026551,POOL-02,22.2,LOW
LN-0026552,POOL-02,52.6,HIGH
LN-0026553,POOL-05,18.8,LOW
LN-0026554,POOL-10,19.5,LOW
LN-0026555,POOL-08,69.0,HIGH
LN-0026556,POOL-05,19.7,LOW
LN-0026557,POOL-08,23.1,LOW
LN-0026558,POOL-02,22.5,LOW
LN-0026559,POOL-04,14.9,LOW
LN-0026560,POOL-08,11.6,LOW
LN-0026561,POOL-08,20.8,LOW
LN-0026562,POOL-06,10.0,LOW
LN-0026563,POOL-01,26.0,LOW
LN-0026564,POOL-01,13.2,LOW
LN-0026565,POOL-07,71.4,HIGH
LN-0026566,POOL-08,13.2,LOW
LN-0026567,POOL-09,19.4,LOW
LN-0026568,POOL-02,12.6,LOW
LN-0026569,POOL-06,18.4,LOW
LN-0026570,POOL-09,18.5,LOW
LN-0026571,POOL-01,46.1,MODERATE
LN-0026572,POOL-05,16.2,LOW
LN-0026573,POOL-08,20.6,LOW
LN-0026574,POOL-07,20.8,LOW
LN-0026575,POOL-05,13.8,LOW
LN-0026576,POOL-06,34.5,MODERATE
LN-0026577,POOL-02,20.9,LOW
LN-0026578,POOL-04,8.4,LOW
LN-0026579,POOL-04,19.4,LOW
LN-0026580,POOL-07,13.1,LOW
LN-0026581,POOL-07,21.2,LOW
LN-0026582,POOL-01,24.1,LOW
LN-0026583,POOL-02,11.9,LOW
LN-0026584,POOL-03,23.3,LOW
LN-0026585,POOL-05,14.8,LOW
LN-0026586,POOL-10,20.6,LOW
LN-0026587,POOL-08,15.5,LOW
LN-0026588,POOL-04,11.0,LOW
LN-0026589,POOL-01,21.1,LOW
LN-0026590,POOL-09,22.3,LOW
LN-0026591,POOL-10,14.8,LOW
LN-0026592,POOL-01,26.3,LOW
LN-0026593,POOL-10,19.7,LOW
LN-0026594,POOL-10,15.3,LOW
LN-0026595,POOL-05,12.0,LOW
LN-0026596,POOL-10,23.8,LOW
LN-0026597,POOL-09,15.4,LOW
LN-0026598,POOL-07,28.4,LOW
LN-0026599,POOL-07,22.3,LOW
LN-0026600,POOL-01,24.5,LOW
LN-0026601,POOL-08,14.8,LOW
LN-0026602,POOL-01,20.2,LOW
LN-0026603,POOL-02,14.3,LOW
LN-0026604,POOL-02,13.6,LOW
LN-0026605,POOL-06,16.5,LOW
LN-0026606,POOL-09,80.2,CRITICAL
LN-0026607,POOL-07,17.4,LOW
LN-0026608,POOL-10,18.8,LOW
LN-0026609,POOL-08,21.2,LOW
LN-0026610,POOL-03,19.0,LOW
LN-0026611,POOL-04,15.4,LOW
LN-0026612,POOL-01,16.7,LOW
LN-0026613,POOL-02,26.2,LOW
LN-0026614,POOL-09,23.4,LOW
LN-0026615,POOL-10,14.9,LOW
LN-0026616,POOL-09,19.8,LOW
LN-0026617,POOL-07,33.7,MODERATE
LN-0026618,POOL-04,25.3,LOW
LN-0026619,POOL-09,13.2,LOW
LN-0026620,POOL-10,71.6,HIGH
LN-0026621,POOL-02,26.4,LOW
LN-0026622,POOL-01,23.4,LOW
LN-0026623,POOL-02,31.2,MODERATE
LN-0026624,POOL-10,27.7,LOW
LN-0026625,POOL-06,76.0,CRITICAL
LN-0026626,POOL-10,56.3,HIGH
LN-0026627,POOL-01,22.5,LOW
LN-0026628,POOL-06,12.8,LOW
LN-0026629,POOL-09,15.3,LOW
LN-0026630,POOL-09,19.7,LOW
LN-0026631,POOL-09,21.2,LOW
LN-0026632,POOL-05,24.2,LOW
LN-0026633,POOL-02,21.8,LOW
LN-0026634,POOL-08,15.8,LOW
LN-0026635,POOL-06,13.3,LOW
LN-0026636,POOL-03,13.3,LOW
LN-0026637,POOL-03,23.0,LOW
LN-0026638,POOL-04,12.3,LOW
LN-0026639,POOL-09,17.5,LOW
LN-0026640,POOL-08,24.0,LOW
LN-0026641,POOL-01,13.0,LOW
LN-0026642,POOL-04,20.1,LOW
LN-0026643,POOL-09,26.4,LOW
LN-0026644,POOL-04,66.6,HIGH
LN-0026645,POOL-07,18.4,LOW
LN-0026646,POOL-05,14.1,LOW
LN-0026647,POOL-08,28.5,LOW
LN-0026648,POOL-02,15.6,LOW
LN-0026649,POOL-06,10.8,LOW
LN-0026650,POOL-09,20.7,LOW
LN-0026651,POOL-02,20.4,LOW
LN-0026652,POOL-07,21.5,LOW
LN-0026653,POOL-06,17.8,LOW
LN-0026654,POOL-03,19.2,LOW
LN-0026655,POOL-10,18.0,LOW
LN-0026656,POOL-08,70.7,HIGH
LN-0026657,POOL-10,25.9,LOW
LN-0026658,POOL-10,20.8,LOW
LN-0026659,POOL-09,13.8,LOW
LN-0026660,POOL-08,45.0,MODERATE
LN-0026661,POOL-05,29.0,LOW
LN-0026662,POOL-05,18.1,LOW
LN-0026663,POOL-08,16.9,LOW
LN-0026664,POOL-04,10.4,LOW
LN-0026665,POOL-07,24.9,LOW
LN-0026666,POOL-01,77.2,CRITICAL
LN-0026667,POOL-03,21.1,LOW
LN-0026668,POOL-08,17.4,LOW
LN-0026669,POOL-02,14.4,LOW
LN-0026670,POOL-06,20.2,LOW
LN-0026671,POOL-07,18.7,LOW
LN-0026672,POOL-01,18.2,LOW
LN-0026673,POOL-01,17.9,LOW
LN-0026674,POOL-02,15.1,LOW
LN-0026675,POOL-01,19.5,LOW
LN-0026676,POOL-10,20.3,LOW
LN-0026677,POOL-02,20.5,LOW
LN-0026678,POOL-08,12.4,LOW
LN-0026679,POOL-09,71.0,HIGH
LN-0026680,POOL-09,69.6,HIGH
LN-0026681,POOL-05,10.5,LOW
LN-0026682,POOL-08,23.1,LOW
LN-0026683,POOL-01,19.6,LOW
LN-0026684,POOL-10,12.0,LOW
LN-0026685,POOL-09,18.9,LOW
LN-0026686,POOL-02,11.5,LOW
LN-0026687,POOL-10,15.3,LOW
LN-0026688,POOL-02,19.9,LOW
LN-0026689,POOL-03,10.5,LOW
LN-0026690,POOL-06,38.7,MODERATE
LN-0026691,POOL-06,25.4,LOW
LN-0026692,POOL-09,12.9,LOW
LN-0026693,POOL-09,15.4,LOW
LN-0026694,POOL-05,21.7,LOW
LN-0026695,POOL-08,38.3,MODERATE
LN-0026696,POOL-02,17.9,LOW
LN-0026697,POOL-05,26.2,LOW
LN-0026698,POOL-06,74.2,HIGH
LN-0026699,POOL-01,21.3,LOW
LN-0026700,POOL-06,18.9,LOW
LN-0026701,POOL-01,28.3,LOW
LN-0026702,POOL-08,15.0,LOW
LN-0026703,POOL-03,16.6,LOW
LN-0026704,POOL-01,19.9,LOW
LN-0026705,POOL-09,25.0,LOW
LN-0026706,POOL-06,18.4,LOW
LN-0026707,POOL-10,24.1,LOW
LN-0026708,POOL-06,20.9,LOW
LN-0026709,POOL-03,71.7,HIGH
LN-0026710,POOL-08,79.9,CRITICAL
LN-0026711,POOL-01,12.1,LOW
LN-0026712,POOL-05,18.7,LOW
LN-0026713,POOL-04,10.1,LOW
LN-0026714,POOL-03,24.0,LOW
LN-0026715,POOL-03,24.9,LOW
LN-0026716,POOL-08,50.8,HIGH
LN-0026717,POOL-10,19.1,LOW
LN-0026718,POOL-05,23.6,LOW
LN-0026719,POOL-05,15.9,LOW
LN-0026720,POOL-01,17.0,LOW
LN-0026721,POOL-05,21.1,LOW
LN-0026722,POOL-08,69.7,HIGH
LN-0026723,POOL-03,21.2,LOW
LN-0026724,POOL-06,21.1,LOW
LN-0026725,POOL-06,15.5,LOW
LN-0026726,POOL-07,10.4,LOW
LN-0026727,POOL-08,14.9,LOW
LN-0026728,POOL-01,23.2,LOW
LN-0026729,POOL-08,18.0,LOW
LN-0026730,POOL-02,15.1,LOW
LN-0026731,POOL-10,20.0,LOW
LN-0026732,POOL-05,19.7,LOW
LN-0026733,POOL-01,22.3,LOW
LN-0026734,POOL-02,15.3,LOW
LN-0026735,POOL-03,18.9,LOW
LN-0026736,POOL-08,16.9,LOW
LN-0026737,POOL-02,23.3,LOW
LN-0026738,POOL-06,18.8,LOW
LN-0026739,POOL-10,18.9,LOW
LN-0026740,POOL-03,19.6,LOW
LN-0026741,POOL-08,30.3,MODERATE
LN-0026742,POOL-03,11.9,LOW
LN-0026743,POOL-04,21.5,LOW
LN-0026744,POOL-01,21.5,LOW
LN-0026745,POOL-02,18.5,LOW
LN-0026746,POOL-06,21.5,LOW
LN-0026747,POOL-05,14.2,LOW
LN-0026748,POOL-02,33.7,MODERATE
LN-0026749,POOL-06,35.0,MODERATE
LN-0026750,POOL-07,21.8,LOW
LN-0026751,POOL-05,21.7,LOW
LN-0026752,POOL-03,16.4,LOW
LN-0026753,POOL-07,28.6,LOW
LN-0026754,POOL-04,18.1,LOW
LN-0026755,POOL-04,20.5,LOW
LN-0026756,POOL-08,27.5,LOW
LN-0026757,POOL-06,18.5,LOW
LN-0026758,POOL-08,17.8,LOW
LN-0026759,POOL-02,14.8,LOW
LN-0026760,POOL-03,13.3,LOW
LN-0026761,POOL-02,20.0,LOW
LN-0026762,POOL-01,22.7,LOW
LN-0026763,POOL-03,27.1,LOW
LN-0026764,POOL-02,17.1,LOW
LN-0026765,POOL-04,78.8,CRITICAL
LN-0026766,POOL-05,12.1,LOW
LN-0026767,POOL-08,60.7,HIGH
LN-0026768,POOL-09,21.9,LOW
LN-0026769,POOL-06,18.4,LOW
LN-0026770,POOL-02,12.9,LOW
LN-0026771,POOL-01,14.1,LOW
LN-0026772,POOL-03,12.9,LOW
LN-0026773,POOL-04,27.9,LOW
LN-0026774,POOL-06,13.1,LOW
LN-0026775,POOL-01,22.0,LOW
LN-0026776,POOL-06,28.9,LOW
LN-0026777,POOL-10,25.3,LOW
LN-0026778,POOL-03,12.2,LOW
LN-0026779,POOL-03,34.9,MODERATE
LN-0026780,POOL-01,9.9,LOW
LN-0026781,POOL-09,19.8,LOW
LN-0026782,POOL-05,20.5,LOW
LN-0026783,POOL-07,19.3,LOW
LN-0026784,POOL-09,19.9,LOW
LN-0026785,POOL-06,30.3,MODERATE
LN-0026786,POOL-08,19.6,LOW
LN-0026787,POOL-09,69.8,HIGH
LN-0026788,POOL-02,19.9,LOW
LN-0026789,POOL-09,14.3,LOW
LN-0026790,POOL-02,9.9,LOW
LN-0026791,POOL-02,20.0,LOW
LN-0026792,POOL-09,82.6,CRITICAL
LN-0026793,POOL-05,13.0,LOW
LN-0026794,POOL-01,83.7,CRITICAL
LN-0026795,POOL-03,16.1,LOW
LN-0026796,POOL-05,22.7,LOW
LN-0026797,POOL-04,27.5,LOW
LN-0026798,POOL-08,16.5,LOW
LN-0026799,POOL-03,11.9,LOW
LN-0026800,POOL-08,20.0,LOW
LN-0026801,POOL-06,20.8,LOW
LN-0026802,POOL-05,23.1,LOW
LN-0026803,POOL-02,14.9,LOW
LN-0026804,POOL-10,23.0,LOW
LN-0026805,POOL-06,20.8,LOW
LN-0026806,POOL-04,19.9,LOW
LN-0026807,POOL-10,26.1,LOW
LN-0026808,POOL-10,13.4,LOW
LN-0026809,POOL-08,20.6,LOW
LN-0026810,POOL-02,16.3,LOW
LN-0026811,POOL-07,18.1,LOW
LN-0026812,POOL-08,18.8,LOW
LN-0026813,POOL-10,61.8,HIGH
LN-0026814,POOL-10,21.8,LOW
LN-0026815,POOL-09,69.4,HIGH
LN-0026816,POOL-07,13.0,LOW
LN-0026817,POOL-06,19.5,LOW
LN-0026818,POOL-02,18.9,LOW
LN-0026819,POOL-02,52.3,HIGH
LN-0026820,POOL-08,15.5,LOW
LN-0026821,POOL-10,23.0,LOW
LN-0026822,POOL-04,15.1,LOW
LN-0026823,POOL-07,71.0,HIGH
LN-0026824,POOL-02,26.9,LOW
LN-0026825,POOL-09,18.5,LOW
LN-0026826,POOL-07,10.5,LOW
LN-0026827,POOL-04,16.1,LOW
LN-0026828,POOL-02,21.8,LOW
LN-0026829,POOL-06,21.7,LOW
LN-0026830,POOL-07,24.7,LOW
LN-0026831,POOL-05,62.5,HIGH
LN-0026832,POOL-10,35.7,MODERATE
LN-0026833,POOL-01,31.6,MODERATE
LN-0026834,POOL-09,31.2,MODERATE
LN-0026835,POOL-05,27.8,LOW
LN-0026836,POOL-04,82.8,CRITICAL
LN-0026837,POOL-01,18.5,LOW
LN-0026838,POOL-08,19.3,LOW
LN-0026839,POOL-10,13.6,LOW
LN-0026840,POOL-07,20.3,LOW
LN-0026841,POOL-05,13.3,LOW
LN-0026842,POOL-09,25.8,LOW
LN-0026843,POOL-03,24.5,LOW
LN-0026844,POOL-01,17.1,LOW
LN-0026845,POOL-10,32.8,MODERATE
LN-0026846,POOL-02,21.0,LOW
LN-0026847,POOL-06,20.3,LOW
LN-0026848,POOL-08,19.9,LOW
LN-0026849,POOL-08,18.5,LOW
LN-0026850,POOL-01,15.8,LOW
LN-0026851,POOL-08,10.6,LOW
LN-0026852,POOL-02,9.6,LOW
LN-0026853,POOL-09,19.9,LOW
LN-0026854,POOL-07,26.9,LOW
LN-0026855,POOL-04,19.6,LOW
LN-0026856,POOL-02,67.7,HIGH
LN-0026857,POOL-07,25.2,LOW
LN-0026858,POOL-09,21.5,LOW
LN-0026859,POOL-06,23.0,LOW
LN-0026860,POOL-09,16.8,LOW
LN-0026861,POOL-03,18.9,LOW
LN-0026862,POOL-02,29.5,LOW
LN-0026863,POOL-06,16.8,LOW
LN-0026864,POOL-05,23.4,LOW
LN-0026865,POOL-03,74.0,HIGH
LN-0026866,POOL-09,15.0,LOW
LN-0026867,POOL-01,20.5,LOW
LN-0026868,POOL-10,39.4,MODERATE
LN-0026869,POOL-08,20.5,LOW
LN-0026870,POOL-02,24.5,LOW
LN-0026871,POOL-02,64.5,HIGH
LN-0026872,POOL-09,21.6,LOW
LN-0026873,POOL-09,18.4,LOW
LN-0026874,POOL-09,14.6,LOW
LN-0026875,POOL-04,22.7,LOW
LN-0026876,POOL-07,19.9,LOW
LN-0026877,POOL-08,18.7,LOW
LN-0026878,POOL-01,19.4,LOW
LN-0026879,POOL-02,21.6,LOW
LN-0026880,POOL-08,21.3,LOW
LN-0026881,POOL-10,19.6,LOW
LN-0026882,POOL-08,19.6,LOW
LN-0026883,POOL-10,83.0,CRITICAL
LN-0026884,POOL-09,22.1,LOW
LN-0026885,POOL-02,24.5,LOW
LN-0026886,POOL-04,27.5,LOW
LN-0026887,POOL-10,11.5,LOW
LN-0026888,POOL-01,12.0,LOW
LN-0026889,POOL-07,19.0,LOW
LN-0026890,POOL-06,21.7,LOW
LN-0026891,POOL-06,51.3,HIGH
LN-0026892,POOL-05,24.4,LOW
LN-0026893,POOL-05,16.7,LOW
LN-0026894,POOL-07,31.2,MODERATE
LN-0026895,POOL-07,13.7,LOW
LN-0026896,POOL-06,18.7,LOW
LN-0026897,POOL-01,13.5,LOW
LN-0026898,POOL-08,20.3,LOW
LN-0026899,POOL-03,24.9,LOW
LN-0026900,POOL-05,16.5,LOW
LN-0026901,POOL-09,14.2,LOW
LN-0026902,POOL-07,18.4,LOW
LN-0026903,POOL-09,18.9,LOW
LN-0026904,POOL-04,27.9,LOW
LN-0026905,POOL-05,24.1,LOW
LN-0026906,POOL-06,22.5,LOW
LN-0026907,POOL-03,14.0,LOW
LN-0026908,POOL-07,25.4,LOW
LN-0026909,POOL-05,11.6,LOW
LN-0026910,POOL-01,10.5,LOW
LN-0026911,POOL-07,13.3,LOW
LN-0026912,POOL-03,23.5,LOW
LN-0026913,POOL-07,23.8,LOW
LN-0026914,POOL-01,18.6,LOW
LN-0026915,POOL-02,18.1,LOW
LN-0026916,POOL-09,12.7,LOW
LN-0026917,POOL-04,10.7,LOW
LN-0026918,POOL-02,16.9,LOW
LN-0026919,POOL-07,69.6,HIGH
LN-0026920,POOL-06,13.2,LOW
LN-0026921,POOL-09,10.3,LOW
LN-0026922,POOL-06,16.1,LOW
LN-0026923,POOL-06,20.6,LOW
LN-0026924,POOL-02,14.2,LOW
LN-0026925,POOL-02,13.2,LOW
LN-0026926,POOL-03,11.7,LOW
LN-0026927,POOL-06,20.2,LOW
LN-0026928,POOL-08,22.6,LOW
LN-0026929,POOL-04,13.2,LOW
LN-0026930,POOL-02,19.9,LOW
LN-0026931,POOL-02,21.7,LOW
LN-0026932,POOL-05,19.3,LOW
LN-0026933,POOL-04,26.3,LOW
LN-0026934,POOL-07,22.9,LOW
LN-0026935,POOL-01,25.9,LOW
LN-0026936,POOL-08,18.6,LOW
LN-0026937,POOL-07,48.4,MODERATE
LN-0026938,POOL-08,55.0,HIGH
LN-0026939,POOL-03,16.2,LOW
LN-0026940,POOL-05,21.3,LOW
LN-0026941,POOL-04,30.3,MODERATE
LN-0026942,POOL-09,24.8,LOW
LN-0026943,POOL-04,12.1,LOW
LN-0026944,POOL-02,16.0,LOW
LN-0026945,POOL-08,15.9,LOW
LN-0026946,POOL-08,13.9,LOW
LN-0026947,POOL-02,12.7,LOW
LN-0026948,POOL-04,18.8,LOW
LN-0026949,POOL-01,19.2,LOW
LN-0026950,POOL-02,17.7,LOW
LN-0026951,POOL-03,73.7,HIGH
LN-0026952,POOL-03,14.8,LOW
LN-0026953,POOL-05,83.7,CRITICAL
LN-0026954,POOL-01,15.9,LOW
LN-0026955,POOL-04,14.1,LOW
LN-0026956,POOL-03,12.2,LOW
LN-0026957,POOL-06,21.0,LOW
LN-0026958,POOL-05,24.5,LOW
LN-0026959,POOL-10,28.9,LOW
LN-0026960,POOL-10,13.6,LOW
LN-0026961,POOL-01,19.4,LOW
LN-0026962,POOL-09,21.9,LOW
LN-0026963,POOL-07,24.9,LOW
LN-0026964,POOL-02,61.5,HIGH
LN-0026965,POOL-02,18.0,LOW
LN-0026966,POOL-09,28.3,LOW
LN-0026967,POOL-06,25.4,LOW
LN-0026968,POOL-02,49.6,MODERATE
LN-0026969,POOL-03,20.5,LOW
LN-0026970,POOL-02,18.7,LOW
LN-0026971,POOL-07,15.9,LOW
LN-0026972,POOL-03,12.1,LOW
LN-0026973,POOL-06,12.0,LOW
LN-0026974,POOL-03,10.0,LOW
LN-0026975,POOL-06,70.6,HIGH
LN-0026976,POOL-08,10.9,LOW
LN-0026977,POOL-07,15.8,LOW
LN-0026978,POOL-02,19.2,LOW
LN-0026979,POOL-04,20.7,LOW
LN-0026980,POOL-04,25.4,LOW
LN-0026981,POOL-05,20.4,LOW
LN-0026982,POOL-05,18.9,LOW
LN-0026983,POOL-09,71.4,HIGH
LN-0026984,POOL-04,20.7,LOW
LN-0026985,POOL-10,14.5,LOW
LN-0026986,POOL-09,18.7,LOW
LN-0026987,POOL-08,16.5,LOW
LN-0026988,POOL-07,13.6,LOW
LN-0026989,POOL-02,22.5,LOW
LN-0026990,POOL-08,19.3,LOW
LN-0026991,POOL-04,35.9,MODERATE
LN-0026992,POOL-05,23.2,LOW
LN-0026993,POOL-10,15.6,LOW
LN-0026994,POOL-03,23.1,LOW
LN-0026995,POOL-05,15.8,LOW
LN-0026996,POOL-05,17.4,LOW
LN-0026997,POOL-03,22.2,LOW
LN-0026998,POOL-04,20.7,LOW
LN-0026999,POOL-04,26.9,LOW
LN-0027000,POOL-07,20.3,LOW
LN-0027001,POOL-08,55.7,HIGH
LN-0027002,POOL-10,22.5,LOW
LN-0027003,POOL-08,12.3,LOW
LN-0027004,POOL-05,11.7,LOW
LN-0027005,POOL-10,19.8,LOW
LN-0027006,POOL-04,19.3,LOW
LN-0027007,POOL-06,19.1,LOW
LN-0027008,POOL-10,19.9,LOW
LN-0027009,POOL-10,22.7,LOW
LN-0027010,POOL-01,12.0,LOW
LN-0027011,POOL-06,15.3,LOW
LN-0027012,POOL-02,23.8,LOW
LN-0027013,POOL-07,11.7,LOW
LN-0027014,POOL-10,30.9,MODERATE
LN-0027015,POOL-08,73.6,HIGH
LN-0027016,POOL-04,28.3,LOW
LN-0027017,POOL-01,21.1,LOW
LN-0027018,POOL-04,12.3,LOW
LN-0027019,POOL-04,69.0,HIGH
LN-0027020,POOL-08,19.2,LOW
LN-0027021,POOL-10,19.4,LOW
LN-0027022,POOL-03,20.4,LOW
LN-0027023,POOL-04,28.8,LOW
LN-0027024,POOL-09,17.5,LOW
LN-0027025,POOL-04,19.9,LOW
LN-0027026,POOL-07,70.2,HIGH
LN-0027027,POOL-06,70.8,HIGH
LN-0027028,POOL-07,13.6,LOW
LN-0027029,POOL-02,12.0,LOW
LN-0027030,POOL-02,19.3,LOW
LN-0027031,POOL-05,18.6,LOW
LN-0027032,POOL-09,19.9,LOW
LN-0027033,POOL-03,19.3,LOW
LN-0027034,POOL-09,11.7,LOW
LN-0027035,POOL-02,24.5,LOW
LN-0027036,POOL-04,25.3,LOW
LN-0027037,POOL-02,27.4,LOW
LN-0027038,POOL-10,22.3,LOW
LN-0027039,POOL-05,16.1,LOW
LN-0027040,POOL-10,21.0,LOW
LN-0027041,POOL-05,13.7,LOW
LN-0027042,POOL-07,17.3,LOW
LN-0027043,POOL-03,15.2,LOW
LN-0027044,POOL-03,25.1,LOW
LN-0027045,POOL-06,27.7,LOW
LN-0027046,POOL-05,19.4,LOW
LN-0027047,POOL-10,21.2,LOW
LN-0027048,POOL-09,35.5,MODERATE
LN-0027049,POOL-07,19.5,LOW
LN-0027050,POOL-03,51.2,HIGH
LN-0027051,POOL-06,33.4,MODERATE
LN-0027052,POOL-06,73.2,HIGH
LN-0027053,POOL-02,15.1,LOW
LN-0027054,POOL-04,9.5,LOW
LN-0027055,POOL-08,22.3,LOW
LN-0027056,POOL-09,67.0,HIGH
LN-0027057,POOL-01,15.9,LOW
LN-0027058,POOL-08,13.0,LOW
LN-0027059,POOL-01,19.6,LOW
LN-0027060,POOL-10,15.0,LOW
LN-0027061,POOL-05,60.4,HIGH
LN-0027062,POOL-02,12.9,LOW
LN-0027063,POOL-10,19.8,LOW
LN-0027064,POOL-05,23.5,LOW
LN-0027065,POOL-04,13.0,LOW
LN-0027066,POOL-01,24.8,LOW
LN-0027067,POOL-02,19.2,LOW
LN-0027068,POOL-10,63.0,HIGH
LN-0027069,POOL-08,76.2,CRITICAL
LN-0027070,POOL-09,18.6,LOW
LN-0027071,POOL-05,22.8,LOW
LN-0027072,POOL-04,18.9,LOW
LN-0027073,POOL-07,28.0,LOW
LN-0027074,POOL-07,16.2,LOW
LN-0027075,POOL-08,22.1,LOW
LN-0027076,POOL-01,24.4,LOW
LN-0027077,POOL-07,21.8,LOW
LN-0027078,POOL-03,23.1,LOW
LN-0027079,POOL-09,43.6,MODERATE
LN-0027080,POOL-07,20.8,LOW
LN-0027081,POOL-06,15.5,LOW
LN-0027082,POOL-03,57.2,HIGH
LN-0027083,POOL-09,12.4,LOW
LN-0027084,POOL-08,71.6,HIGH
LN-0027085,POOL-10,26.0,LOW
LN-0027086,POOL-05,20.9,LOW
LN-0027087,POOL-01,19.4,LOW
LN-0027088,POOL-06,17.0,LOW
LN-0027089,POOL-01,58.0,HIGH
LN-0027090,POOL-06,12.6,LOW
LN-0027091,POOL-08,11.9,LOW
LN-0027092,POOL-06,8.7,LOW
LN-0027093,POOL-03,14.3,LOW
LN-0027094,POOL-05,14.1,LOW
LN-0027095,POOL-06,27.8,LOW
LN-0027096,POOL-01,21.3,LOW
LN-0027097,POOL-04,13.4,LOW
LN-0027098,POOL-07,72.9,HIGH
LN-0027099,POOL-07,10.7,LOW
LN-0027100,POOL-03,25.1,LOW
LN-0027101,POOL-10,20.0,LOW
LN-0027102,POOL-10,72.8,HIGH
LN-0027103,POOL-09,14.8,LOW
LN-0027104,POOL-02,17.6,LOW
LN-0027105,POOL-09,25.9,LOW
LN-0027106,POOL-03,21.4,LOW
LN-0027107,POOL-02,68.0,HIGH
LN-0027108,POOL-07,13.1,LOW
LN-0027109,POOL-09,20.0,LOW
LN-0027110,POOL-03,22.2,LOW
LN-0027111,POOL-03,13.6,LOW
LN-0027112,POOL-01,13.0,LOW
LN-0027113,POOL-07,15.5,LOW
LN-0027114,POOL-06,21.1,LOW
LN-0027115,POOL-05,39.3,MODERATE
LN-0027116,POOL-04,21.9,LOW
LN-0027117,POOL-10,18.8,LOW
LN-0027118,POOL-05,13.8,LOW
LN-0027119,POOL-05,67.8,HIGH
LN-0027120,POOL-04,24.3,LOW
LN-0027121,POOL-05,19.0,LOW
LN-0027122,POOL-08,11.0,LOW
LN-0027123,POOL-04,17.5,LOW
LN-0027124,POOL-05,23.8,LOW
LN-0027125,POOL-02,13.0,LOW
LN-0027126,POOL-07,22.9,LOW
LN-0027127,POOL-01,12.2,LOW
LN-0027128,POOL-02,19.5,LOW
LN-0027129,POOL-09,15.7,LOW
LN-0027130,POOL-10,12.2,LOW
LN-0027131,POOL-06,23.3,LOW
LN-0027132,POOL-07,20.0,LOW
LN-0027133,POOL-10,20.2,LOW
LN-0027134,POOL-05,23.8,LOW
LN-0027135,POOL-10,11.5,LOW
LN-0027136,POOL-07,20.7,LOW
LN-0027137,POOL-09,15.9,LOW
LN-0027138,POOL-07,19.1,LOW
LN-0027139,POOL-07,19.4,LOW
LN-0027140,POOL-06,18.4,LOW
LN-0027141,POOL-06,69.0,HIGH
LN-0027142,POOL-01,20.2,LOW
LN-0027143,POOL-04,20.0,LOW
LN-0027144,POOL-09,19.4,LOW
LN-0027145,POOL-04,22.8,LOW
LN-0027146,POOL-06,14.7,LOW
LN-0027147,POOL-01,24.2,LOW
LN-0027148,POOL-10,11.8,LOW
LN-0027149,POOL-08,21.6,LOW
